mirna,P35,P88,P129,P167,P190,P276,P303,P337,P385,P391,P444,P449,P452,P465,P489,P491,P504,P507,P517,P520,P524,P531,P536,P540,P546,P551,P554,P587,P597,P606,P627,P638,P676,P680,P694,P727,P737,A158,A189,A223,A233,A254,A308,A319,A336,A346,A350,A426,A512,A534,A557,A607,A618,A640,A642,A649,A655,A686,A695,A700,A717,A721,A724,A734,A747,A755,A758,A766,A781,A790
hsa-miR-5589-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720049658520768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-30b-3p,0,1.88241660521308,7.39107381174693,1.44937106813279,6.37633343045371,0,0,0,0,0,0.331367143414954,0.195515815857248,0,2.38951659972616,0,1.08414842069203,0,0,2.30506376270014,3.12184473235313,0,0,2.481696158393,3.508691683844,1.35336883054716,7.63786645283438,3.47306551315397,1.97439235023946,1.30521623064318,0,0,0,0,2.67898689981794,0.651933636666401,0,0,3.04092213954864,2.26992970901561,0,1.29043363474564,2.9431550081835,0,0,0.903594935875945,0.720049658520768,0,0,0.769240672419094,4.45140972942432,0.291500692922627,0,0,0,1.77580645239282,0,1.28035746175634,0,0,0,0,0,0,0,0,2.10270359415196,0,2.89646314437314,0,7.03440832631915
hsa-miR-6499-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22570486471216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1301-3p,14.8914405934056,16.0005411443112,22.1732214352408,25.3639936923238,27.0994170794283,13.5969973396163,4.8246871407942,3.49181575622381,14.0065507614182,8.98623492170713,1.98820286048973,0.78206326342899,0.810365430982457,0.955806639890466,0,1.62622263103804,0,0,5.53215303048035,0.585345887316211,0,0.978598204206898,4.34296827718774,21.052150103064,5.41347532218863,0,20.8383930789238,2.04751799284092,0,0,1.34687376957273,2.90335550076088,7.31439974084642,2.67898689981794,1.11760051999954,0,0,21.8946394047502,30.6440510717107,6.48751606132204,14.8399867995748,24.1338710671047,0,24.6739408932624,28.0114430121543,7.20049658520768,7.50131925607383,21.9630011136128,18.4617761380583,8.90281945884863,11.3685270239825,1.45948165606468,0.318570234708643,2.78402356882331,2.66370967858923,0,5.12142984702534,10.1396616841897,7.82167435011999,9.39283752138496,36.7827659769492,0,3.08997549184386,3.57395675327313,3.09600485427341,14.7189251590637,7.48966036995749,1.44823157218657,17.3206354554458,16.413619428078
hsa-miR-6715b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75065962803692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68046756495485,0,0,0,0,0,0
hsa-miR-3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-2114-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08007448778115,0,0,0.384620336209547,0,0,0,0.318570234708643,0,0,0,0,0,0,0,0,0,0,0.893489188318282,0,0,0,0,0,0
hsa-miR-3920,0,0,0.263966921848105,0,0,0,0,0,0,0,0.110455714471651,0,0,0,6.37889456271344,0,0,0,0,0,0,0,0,0,0,0,0,0.146251285202923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7848413355156,0,0,0,0,0,0,0.384620336209547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-629-5p,59.5657623736223,19.3888910336947,82.6216465384568,31.161477964855,27.0994170794283,10.877597871693,3.61851535559565,27.9345260497905,23.3442512690303,62.9036444519499,14.0278757378997,9.77579079286238,2.43109629294737,17.2045195180284,25.5155782508537,17.8884489414184,0,0,7.83721679318049,26.5356802250016,39.3748742990079,23.4863569009656,21.7148413859387,11.403247972493,4.06010649164147,22.9135993585031,14.5868751552467,14.1863746646835,16.6415069407005,22.7884682663362,25.5906016218819,21.7751662557066,25.6003990929625,17.4134148488166,4.09786857333166,0,14.5233341345641,31.4228621086692,43.6961468985505,38.9250963679322,10.3234690779651,17.2665093813432,13.3027649158648,33.9266687282359,18.9754936533948,9.36064556076998,14.0649736051384,23.2180297486764,28.0772845432969,17.8056389176973,14.866535339054,13.8650757326144,32.4941639402815,23.0676238559645,53.2741935717846,83.5293447593417,18.5651831954669,25.3491542104742,38.6738342867044,70.4462814103872,0,0,37.0797059021263,15.1893162014108,10.4490163831728,37.8486646947353,39.3207169422768,224.475893688918,69.2825418217833,37.5168444070355
hsa-miR-2467-5p,0,0.188241660521308,0,0,0,0.906466489307754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780461183088282,0,0,0,0,0,0,0,0.658130783413154,0,0,0,0,0,0,0,0,0,0.202728142636576,0,0,1.93565045211845,0.7848413355156,0,0,0.903594935875945,0.360024829260384,0,2.51005727012718,0,0,0.583001385845254,0,0,0.795435305378087,0,0,0,0,0,0,0,0,0,0,0,2.10270359415196,0,0,0,0
hsa-miR-5006-3p,0,0.376483321042616,0.527933843696209,0,0,0,0,0,0,0,0.220911428943303,0,0,0,0,0,0,0,0,0,0,0.489299102103449,0,0.877172920960999,0,0,0,0.0731256426014616,0,0,0,0,0,0,0,0,0,0,0,0,1.29043363474564,1.5696826710312,0,0,0,0,0,0,0.384620336209547,0,0,0,1.27428093883457,0,0,0,0.640178730878168,0,1.30361239168666,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-493-3p,14.8914405934056,40.0954736910386,6.59917304620262,4.34811320439837,10.3615418244873,2.71939946792326,3.61851535559565,0,0,0,0.77319000130156,1.36861071100073,0,4.77903319945233,3.18944728135672,16.8043005207264,22.6269898561357,0,7.83721679318049,9.75576478860352,0,7.82878563365519,0,12.280420893454,8.12021298328295,17.1851995188773,18.7545537710314,10.1644643216032,0.652608115321589,3.25549546661946,0,1.45167775038044,19.2002993197218,0.669746724954485,2.04893428666583,0,0,46.4247446637758,33.4814632079802,29.1938222759492,28.389539964404,49.8374248052406,4.43425497195492,0,9.93954429463539,6.12042209742653,7.50131925607383,7.53017181038153,9.61550840523867,8.90281945884863,13.9920332602861,5.10818579622637,0,0,0,0,3.84107238526901,1.68994361403162,0.86907492779111,0,0,0,0,0,3.48300546105759,2.10270359415196,0,5.79292628874627,0,2.34480277543972
hsa-miR-3190-3p,0,0.564724981563924,0.263966921848105,1.44937106813279,0,0,0,0,4.66885025380606,0,0,0,0,0.477903319945233,0,0.542074210346013,0,0,0,0.390230591544141,0,0.489299102103449,0,0,0,0,0.694613102630794,0.0731256426014616,0,0,0,0,0,0.669746724954485,0.186266753333257,0,0,0,0.567482427253902,0,0,1.1772620032734,0,0,0,0,0,0,0,0,0.583001385845254,0,0,0.397717652689044,0,0,0,0,0,0,0,0,0,0,0.387000606784176,0,0,1.44823157218657,0,0
hsa-miR-122-5p,14.8914405934056,92.9913802975262,314.912537764789,1424.73175997453,510.903716115103,195.796761690475,341.346615211189,31.4263418060143,476.222725888218,53.9174095302428,752.203415551946,60.4143870998895,137.762123267018,50.1798485942495,12.7577891254269,132.808181534773,203.642908705221,824.09313572541,549.066188275174,111.801064477396,246.092964368799,822.022491533795,22.335265425537,468.410339793174,266.61365961779,145.119462603853,30.5629765157549,167.165218986941,51.8823451680664,43.4066062215927,77.4452417504319,27.5818772572284,219.431992225392,93.7645414936279,22.817677283324,0,228.742512619385,372.41159802339,73.7727155430073,45.4126124292543,13.5495531648292,298.043497162049,48.7768046915041,732.507620268729,112.045772048617,951.545623735195,1028.6184029891201,1000.25782214568,796.933336626181,91.2538994531985,4995.73887530798,1254.05961297357,380.372860242119,110.167789794865,126.970161346087,605.587749505227,179.890223376765,40.5586467367588,192.065559041835,371.017082094706,73.5655319538984,713.284355187164,293.547671725167,58.9702864290066,103.716162618159,1431.94114761748,445.634792012471,1772.63544435636,173.206354554458,1111.43651555843
